,baseline_crush,haptic_audio_vibro_crush,haptic_audio_crush,haptic_crush,baseline_grasp,haptic_audio_vibro_grasp,haptic_audio_grasp,haptic_grasp,baseline_hold,haptic_hold,haptic_audio_hold,haptic_audio_vibro_hold,baseline_lift,haptic_lift,haptic_audio_lift,haptic_audio_vibro_lift,baseline_drop,haptic_drop,haptic_audio_drop,haptic_audio_vibro_drop,baseline_poke,haptic_poke,haptic_audio_poke,haptic_audio_vibro_poke,baseline_push,haptic_push,haptic_audio_push,haptic_audio_vibro_push,baseline_shake,haptic_shake,haptic_audio_shake,haptic_audio_vibro_shake,baseline_tap,haptic_tap,haptic_audio_tap,haptic_audio_vibro_tap
0,0.9305588790303834,0.9392372205670496,0.9351798573867707,0.9346622258959368,0.908254880947948,0.9093282957849919,0.9120145921521005,0.9130545683667365,0.9605968005317665,0.9605701968206504,0.9607495023579784,0.9616123807399817,0.927099949003521,0.9358399460755885,0.9370518573900432,0.9372832034075012,0.9512158410453019,0.9528910451098617,0.9528688060536139,0.9527621515318442,0.8871200557384872,0.8885823953749837,0.8876784155611049,0.8836924615873967,0.9056203962359463,0.9356238287691233,0.933796439955418,0.9345140597515026,0.8583660785441731,0.8836596824662338,0.8783289570623862,0.881228793157926,0.8907579286300744,0.9117103098506555,0.9049774740343839,0.9165787040273111
1,0.9051128229756361,0.9187690026011135,0.9105891011685252,0.9094339167770917,0.893383041555731,0.8980886500199329,0.901103131481442,0.8990559356441598,0.9585631111280153,0.960456695158666,0.9557551029704471,0.9606978421489748,0.9021412978747784,0.9266238887124799,0.9293408823132885,0.9281544477978757,0.9399294823416638,0.948201954839158,0.9500727177001301,0.9501234512487017,0.8513084439994586,0.8562425815679499,0.8519356725770117,0.8378554181323533,0.8719321579393664,0.9205944315161404,0.9211818445336318,0.9218654669992291,0.8193867225018125,0.8526773114808024,0.8469785199403845,0.8502309184601713,0.8420190365414727,0.8696285554671079,0.8670108686471519,0.8826676172544685
2,0.870222203906873,0.8898131358052517,0.880394060461338,0.8771414156853836,0.878049043791821,0.8876292556938769,0.8893702063327424,0.8853194848728441,0.9535153114014474,0.9589875076828196,0.9469567908305827,0.9571404836881996,0.8765415123442415,0.9140526191784725,0.9176115582750097,0.9156157296095385,0.9255768317247649,0.9411315217097872,0.9455751847081622,0.9464662364899958,0.8247257866094895,0.8295967165688172,0.8213211377482527,0.8023259738547012,0.8408420806705164,0.9043174197071647,0.907193594754177,0.9083243619477425,0.7955414765634387,0.8340684919046428,0.8284926904872838,0.8323005069341004,0.8020318891305124,0.8335395392716795,0.8361238706265715,0.8515250491815884
3,0.8415467955312401,0.8676780586402232,0.85604945116567,0.8495532181913141,0.8686211585835063,0.8828858511763468,0.8824148737426948,0.8758410884072317,0.9463730752768443,0.9561282336012099,0.9361158869899047,0.9516508207895276,0.8545488611328366,0.90281198657791,0.9069428303781552,0.9041050928794265,0.9104848096435192,0.9322328137772121,0.9392879313678612,0.9417595577998928,0.8133601643080651,0.8191528895855384,0.8061804117671939,0.781228119890198,0.8179842164597476,0.8916415744425863,0.895730539766693,0.897428005121805,0.7765670555706624,0.8196971513903789,0.814582142932186,0.8192139394631786,0.7719888762243989,0.8065677346329037,0.810725207156276,0.8240860449492897
4,0.8187314088882076,0.8517573583332205,0.8363159847323585,0.8271579613170958,0.8563505995697631,0.8757033373015984,0.8732384626875699,0.8643199701648078,0.9378294810755641,0.9523461536481137,0.9245827013682912,0.944857023558747,0.8351624668020684,0.8910932245476894,0.8958067147579172,0.8923138883146944,0.8953641822173483,0.9216602112086253,0.931105693483594,0.9358163935304248,0.8056517604500453,0.8122324666768266,0.794767603674147,0.7668360376675982,0.7992060255713912,0.8781740711520194,0.8832909892375045,0.884980456432045,0.7634893622413397,0.8082160954201913,0.8050134623779288,0.8097397668169493,0.7512120921878324,0.7873762568315987,0.7922188812563988,0.8029084145660105
5,0.7931840252934339,0.8342672297038247,0.8108389780548488,0.8019166559005507,0.8450248688044993,0.8691391380618578,0.8647627959705693,0.8539636300244894,0.9285103078014523,0.9476941903183802,0.913049118336483,0.9374198889974215,0.8176844734814298,0.8795907151373241,0.8846279920740465,0.8808292464504756,0.8808718617474753,0.9102170261089442,0.9213400612184784,0.9290449679107733,0.8001851739061392,0.8056553870085998,0.7856993694034407,0.7554808655112135,0.7828071731364845,0.8648797266600466,0.8702693085965507,0.8721040095932181,0.7480209015636495,0.7950659570572246,0.7934652356495777,0.7987945673031829,0.7362053949456584,0.7731480466136005,0.7791469162133917,0.7859273970537501
6,0.76021585911237,0.8092897322253014,0.7753110467490207,0.7726299225028249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802792698732732,0.8694160261674292,0.8742646870870888,0.8703379136850964,0.8672034543119249,0.8981630932603191,0.9106152274777005,0.9215413366379551,0.7951860879304674,0.7984885928586006,0.7763011038910096,0.7459437597746227,0.7702485034481654,0.8523721722745586,0.8582785508657791,0.8600579787795596,0.7318526708904471,0.781567368616791,0.7818645427254813,0.7875182309957959,0.0,0.0,0.0,0.0
7,0.734878514793755,0.7880200684171368,0.7476815056667627,0.7518101880525457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7902958719822945,0.8599987315041707,0.8643382395653408,0.8602009049377606,0.8539812960765566,0.8856507209251753,0.898813989355066,0.9130716380570714,0.7899060883270116,0.790216166267223,0.7671009371274391,0.7367818755481222,0.7584889572180998,0.8407752877954061,0.8467883708500261,0.8487857799300881,0.719867002881509,0.7706447146972607,0.7723265840977382,0.778497339139194,0.0,0.0,0.0,0.0
8,0.7179191340817379,0.7747837730358356,0.7281818823503472,0.7369237093677838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7796562652715805,0.8513414760134893,0.8550318208868979,0.8506821149658024,0.8420323150014603,0.8733852889614007,0.886855048294539,0.9045835532182165,0.786261677178703,0.7828366034746036,0.7591376946281112,0.729939927468852,0.7484213835248397,0.8296024886516713,0.8357331383037641,0.8370258104444788,0.7132953905432123,0.7647471669076015,0.7673087269116866,0.7750010488255485,0.0,0.0,0.0,0.0
9,0.7025724073635264,0.7616011091034931,0.7104065301225592,0.7236146255323712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7700790125342609,0.842932054436021,0.8456251763009988,0.8409691136578612,0.83090546018627,0.8615485449775702,0.8748291844417347,0.895967091646204,0.7826455913116037,0.7754502480579328,0.7518546707688198,0.7235858257163438,0.7389187459060302,0.8185567005121819,0.8243019228144998,0.8247169480936445,0.7079118513536822,0.7601477447101668,0.7616844210159049,0.7718412791236239,0.0,0.0,0.0,0.0
10,0.6864780029517303,0.7433852576414235,0.6910618141746143,0.7066407624461275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619940990667433,0.8358647379392826,0.8376341513042417,0.83268695028787,0.8205194372877066,0.8499787800875759,0.8627405086803838,0.8870747761501683,0.7789688447927318,0.767803522729506,0.7448328708698444,0.7178190354881072,0.7313536243661384,0.8091726287715667,0.8151698067676868,0.8144001064473175,0.7044561112312445,0.7556343943322252,0.7558592406780089,0.7690190698554397,0.0,0.0,0.0,0.0
11,0.6775082657759868,0.7298792057546172,0.6789072675300243,0.6955779985848443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755219403664625,0.8293765572088005,0.8302819699366543,0.8250448445542964,0.8105747541983807,0.8383993457179828,0.8504435420007342,0.8776198357495253,0.7758090290138048,0.760704702792422,0.7387726915779448,0.7129579305953319,0.723660788808383,0.7997116563536566,0.8057529016412175,0.8034855593676459,0.7009600641040181,0.7515765335003255,0.7502397677414911,0.7662557749964167,0.0,0.0,0.0,0.0
12,0.6724855627825381,0.7212050409630657,0.6719527866688275,0.690059929998895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74955610995652,0.823895897626354,0.824076329552558,0.8183403795194022,0.7933674357981934,0.8161595757344703,0.8266434730112947,0.8529840446877024,0.7731375509105923,0.7538633894086065,0.733471412671001,0.7087160684836229,0.716930577763884,0.7900560542589987,0.7966569670540053,0.7927088408325774,0.6986414908484513,0.7490599899536419,0.7470623676605371,0.7654561698929093,0.0,0.0,0.0,0.0
13,0.667212279897029,0.7117824272719586,0.6652201831268593,0.6840496923894201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7442052397894381,0.8183245064817943,0.8176959526118746,0.811533995101767,0.7745033292305538,0.7955081556832503,0.8045457015744624,0.8311779380349275,0.770558481932658,0.7472328677458134,0.7284833332947821,0.7049380306694879,0.7103238724149945,0.7798504137435677,0.7870272080236463,0.7811572847339924,0.6977995507450797,0.7452603942958852,0.7440533779652472,0.762804841076712,0.0,0.0,0.0,0.0
14,0.661747607427656,0.7018402640785615,0.6577003897241618,0.6771624523648923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7399944663105285,0.8139575503547971,0.8129136363760654,0.8063072000822514,0.7656587827092393,0.7853203409382685,0.7933611858056923,0.8216005216604025,0.7677519773196471,0.7405925143845213,0.723845946190857,0.7013639944320323,0.7049052076144178,0.7719875773920031,0.7797508957330517,0.7718496588799201,0.6982176043200935,0.7409559965093139,0.7402481005984395,0.7607089115771541,0.0,0.0,0.0,0.0
15,0.6585117692312205,0.6945189287824354,0.6516147799170481,0.6724863709806964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736640800360699,0.8101631904012137,0.808987096461599,0.8019728727402692,0.7582657412210909,0.7768397534684909,0.7838832347854269,0.8136516081720236,0.7655481742045712,0.7347179500379604,0.7200020829690242,0.6985108535006815,0.69939001068264,0.7629685128521286,0.7712444532457775,0.7610842627883742,0.6971845380832143,0.736919733645255,0.7359375737109224,0.7584262732562936,0.0,0.0,0.0,0.0
